title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
Easy Veggies,Codeage,"spinach leaf, kale leaf, cauliflower floret, celery stalk, zucchini fruit, wheatgrass, broccoli floret, green cabbage leaf, white onion bulb, garlic clove, red cabbage leaf, red onion bulb, carrot root, cayenne pepper fruit, shiitake mushroom, sweet potato root, green onion bulb","spinach, kale, broccoli, organic green cabbage, wheatgrass, carrot, celery, zucchini, shiitake mushroom, vegetable powders, support a balanced diet, capsule, general audience",0,0.0
Easy Veggies + Fast Fruits Bundle,Codeage,"tomato, papaya, banana, apple, grape, wild blueberry, strawberry, aloe vera, orange, tart cherry, cranberry, grapefruit, raspberry, pineapple, mango, sweet cherry, lemon, spinach, kale, cauliflower, celery, zucchini, wheatgrass, broccoli, green cabbage, white onion, garlic, red cabbage, red onion, carrot, cayenne pepper, shiitake mushroom, sweet potato, green onion","vegetable powders (broccoli, kale, spinach, green cabbage, wheatgrass, carrot, celery, zucchini, shiitake mushroom), fruit powders (papaya, mango, apple, banana, orange, blueberry, tomato, aloe vera, sweet cherry), plant-based vitamins, minerals, natural fibre, polyphenols, flavonoids, benefits of varied plant-rich diet, capsule, general audience looking to add more plant nutrients",0,0.0
Eau Good Glass - Olive,Black+Blum,,"Binchotan charcoal, chlorine removal, mineral addition, water purification, hand-blown glass bottle, leakproof bottle, reusable bottle, protective sleeve, BPA-free, water bottle, adults",0,0.0
Echinacea Plus® Elderberry Tea,Traditional Medicinals,"echinacea purpurea, elder flower, echinacea purpurea root, elder fruit, ginger rhizome, chamomile flower, yarrow flower, peppermint leaf","echinacea, elder berries, ginger, chamomile, peppermint, herbal tea, daily enjoyment, caffeine-free, tea, general audience",0,0.0
Echinacea Plus® Tea,Traditional Medicinals,"echinacea purpurea herb, lemongrass leaf, spearmint leaf, echinacea angustifolia herb, echinacea purpurea root","echinacea, spearmint, lemongrass, caffeine-free herbal blend, daily enjoyment, tea, general audience",0,0.0
Echo Go+™ Hydrogen Water Bottle,Echo,,"platinum-coated titanium electrode plates, hydrogen-enriched water, antioxidant support, reduces oxidative stress and inflammation, supports cardiovascular, gut, and brain health, boosts athletic performance, reduces muscle fatigue and soreness, portable hydrogen water generator bottle, active lifestyles",1029,0.209533
Echo Go™ Hydrogen Water Bottle,Echo,,"hydrogen-enriched water, hydration, bottle, general adult users",171,0.208092
Echo Water Flask,Echo,,"molecular hydrogen, support cellular health, enhance recovery, improve energy levels, water, flask, adults",0,0.0
Eco Dishwasher Tabs - Dishtings,Homethings,"sodium carbonate, sodium citrate, sodium carbonate peroxide, polyethylene glycol, polycarboxylates, sodium silicate, alcohols, sodium chloride, glycerin, subtilisin, isotridecanol, organic eucalyptus essential oil, amylase, colorant","plant-based ingredients, mineral-based ingredients, rinse aid, dishwasher salt, dishwasher cleaning, stain removal, tablet, general adult use",14,0.0
Eddy Steaming Pitcher - Graphite,Fellow,,"304 18/8 stainless steel, creating silky micro-foam, latte art, steaming pitcher, baristas or coffee enthusiasts",0,0.0
Eddy Steaming Pitcher - Polished Steel,Fellow,,"304 18/8 stainless steel, creating silky micro-foam, latte art, steaming pitcher",0,0.0
Edelweiss Sun Cream with Tan Accelerator SPF15,Green People,"aqua, helianthus annuus seed oil, olea europaea fruit oil, cetearyl alcohol, elaeis guineensis oil, isoamyl p-methoxycinnamate, diethylamino hydroxybenzoyl hexyl benzoate, glyceryl stearate, titanium dioxide, rhus verniciflua peel cera, leontopodium alpinum leaf extract, aloe barbadensis leaf juice powder, fucus serratus extract, chamomilla recutita flower extract, althaea officinalis root extract, persea gratissima oil, camellia sinensis leaf extract, rosmarinus officinalis leaf extract, inositol, commiphora myrrha oil, lavandula hybrida herb oil, cetearyl glucoside, sodium stearoyl glutamate, gluconolactone, sodium benzoate, sodium dehydroacetate, glycerin,","collagen, antioxidants, natural tan accelerator, increases collagen, prevents UV damage, accelerates tanning, water repellent, cream, sensitive skin, people with prickly heat",102,0.107692
Edge Capsules - Cognitive Enhancer,Form Nutrition,"alpha gpc, bacopa monnieri, phosphatidylserine, ginkgo biloba, vitamin b6, niacin, pantothenic acid, thiamine, black pepper, vitamin b12, iodine, hydroxypropyl methyl cellulose","B6, B12, niacin, pantothenic acid, thiamine, iodine, Bacopa Monnieri, Alpha GPC, Ginkgo Biloba, Phosphatidylserine, reduce tiredness and fatigue, support psychological function and mental performance, support nervous system function, maintain cognitive function, capsules, adults",138,0.0
Egg Quality +,WeNatal,"n-acetyl l-cysteine, coenzyme q10, alpha lipoic acid, acetyl l-carnitine, pyrroloquinoline quinone, hydroxypropyl methylcellulose","CoQ10, PQQ, NAC, Alpha Lipoic Acid, Acetyl L-Carnitine, support cellular energy, antioxidant support, amino acid supplementation, preconception support for women, mint-scented hearts",0,0.0
Egg Quality Plus Refillable Jar,WeNatal,,,0,0.0
Eight Sleep Pod 4,Eight Sleep,,"temperature control technology, sleep tracking sensors, heart rate monitor, heart rate variability sensor, respiratory rate sensor, snoring detection, sleep improvement, temperature regulation, sleep quality monitoring, fitted sheet form factor, adults (couples)",3,0.0
Eight Sleep Pod Ultra 4,Eight Sleep,,"temperature control materials, sleep improvement, health tracking, fitted sheet form factor, adults/couples",0,0.0
Ela Mint Toothpaste - GWP,Boka,,,0,0.0
Ela Mint n-Ha Toothpaste,Boka,"water, vegetable glycerin, hydrated silica, sorbitol, silica, hydroxyapatite, sodium benzoate, sodium lauroyl sarcosinate, mentha piperita oil, mentha viridis oil, illicium verum oil, gaultheria procumbens oil, xylitol, xanthan gum, stevia rebaudiana extract, methylsulfonylmethane, aloe barbadensis leaf juice, sodium bicarbonate, camellia sinensis extract, cucumis sativus extract, persea gratissima extract, mangifera indica extract, menthol, elettaria cardamomum seed, potassium chloride","nano-hydroxyapatite (n-Ha), aloe vera, xylitol, green tea, mint, remineralize teeth, fortify teeth, freshen breath, whiten teeth, reduce tooth sensitivity, toothpaste, general adult audience",0,0.0
Elderberry,Humantra,"vitamin c, vitamin b12, calcium, phosphorus, magnesium, zinc, chromium, chloride, sodium, potassium, malic acid, citric acid, grape skin, rebaudioside a, silica","plant-based electrolytes (all 6 essential electrolytes), vitamin C, magnesium, vitamin B12, chromium, zinc citrate, Himalayan salt, hydration, electrolyte replenishment, immune support, muscle and energy support, drink mix, adults seeking hydration and wellness",4060,0.355678
Elderberry Syrup,Codeage,"vitamin c, ascorbic acid, acerola cherries, vitamin d3, lichen, zinc, black elderberry fruit, black currant fruit, vegetable glycerin, raspberry, blueberry, citric acid, potassium sorbate, sodium benzoate","organic elderberry, black currant, vitamin C (Quali®-C, organic acerola cherries), vegan vitamin D3 (wild-harvested lichen), Albion® Zinc Bisglycinate Chelate, immune system support, protection from oxidative stress, reduction of tiredness and fatigue, maintenance of skin, hair, nails, and vision, syrup, adults and children",0,0.0
Elderberry Vitamins,Codeage,"vitamin c, acerola cherry, vitamin d3, zinc, elderberry fruit, elderberry fruit extract, methylcellulose","fermented elderberry extracts, vitamin C (ascorbic acid, acerola cherries), vegan vitamin D3 (lichen), zinc bisglycinate chelate, immune support, reduce tiredness, maintain bones teeth muscles, support cognitive function, capsule, adults",0,0.0
Electric Atmos Vacuum Canister - Clear Glass,Fellow,,"borosilicate glass, 304 18/8 stainless steel, silicone ring, vacuum sealing, freshness preservation, coffee beans storage, dry goods storage, canister",0,0.0
Electric Atmos Vacuum Canister - Matte Black,Fellow,,"borosilicate glass, 304 18/8 stainless steel, plastic lid with silicone ring, removes air, prevents oxidation, extends freshness of coffee, snacks, sweets, herbs, vacuum canister, intended for coffee and perishable goods storage, general audience",0,0.0
Electric Toothbrush 3.0,Boka,,"activated charcoal, plaque removal, whitening, odor reduction, sonic toothbrush, toothbrush with charcoal-infused bristles, oral hygiene, electric toothbrush, brush heads, travel case, magnetic charging block, 6 brushing modes, 2-minute timer, rechargeable battery, adults",23,0.0
Electric Whole-Body Cryotherapy Chamber,Optimal Health,,"cold therapy, supports recovery, mental wellbeing, enhances skin health, improves circulation, boosts energy levels, whole-body cryotherapy chamber",0,0.0
ElectroPure™ Hydration,Designs For Health,"vitamin c, magnesium, zinc, chloride, sodium, potassium, d-ribose, natural flavor, citric acid, rebaudioside m, steviol glycosides, luo han guo extract, silicon dioxide","magnesium, potassium, vitamin C, zinc, sodium, stevia, monk fruit, electrolyte blend, hydration support, muscle function, reduce tiredness and fatigue, immune system support, antioxidant protection, electrolyte drink mix, powder, active individuals, general daily hydration",0,0.0
Electrolyte Drink Mix - Berry Pomegranate,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, sodium citrate, pomegranate juice powder, beet powder, stevia extract, lemon juice powder, monk fruit extract","coconut water powder, pink Himalayan salt, electrolytes, hydration, drink mix, adults",0,0.0
Electrolyte Drink Mix - Blood Orange,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, vegetable juice, sodium citrate, natural flavor, lemon juice powder, stevia extract, monk fruit extract","coconut water powder, pink Himalayan salt, hydration, electrolyte replenishment, drink mix, general audience",0,0.0
Electrolyte Drink Mix - Ginger Turmeric,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, lemon, ginger, lemon juice powder, turmeric, sodium citrate, stevia, monk fruit","coconut water powder, pink Himalayan salt, ginger, turmeric, electrolytes, hydration, drink mix, adults",0,0.0
Electrolyte Drink Mix - Lemonade,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, lemon flavor, sodium citrate, lemon juice powder, stevia extract, monk fruit extract","coconut water powder, pink Himalayan salt, electrolyte drink mix, hydration, powder, general audience",0,0.0
Electrolyte Drink Mix - Strawberry Kiwi,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, sodium citrate, lemon juice powder, stevia extract, monk fruit extract, beet powder","coconut water powder, Pink Himalayan salt, electrolyte drink mix, hydration, powder, general audience",0,0.0
Electrolyte Drink Mix - Tropical Punch,Cure Hydration,"coconut water powder, citric acid, natural flavor, pink himalayan salt, vegetable juice, sodium citrate, lemon juice powder, stevia extract, monk fruit extract","coconut water powder, pink Himalayan salt, electrolyte drink mix, hydration, powder, general audience",0,0.0
Electrolyte Drink Mix - Watermelon,Cure Hydration,"coconut water powder, citric acid, pink himalayan salt, stevia extract, lemon juice powder, beet powder, monk fruit extract","coconut water powder, pink Himalayan salt, hydration, electrolyte replenishment, stick pack, general adults",0,0.0
Electrolyte Stamina Tablets,Trace,"vitamin b6, iron, magnesium, chloride, sodium, potassium, sulfate, kelp, taurine, alfalfa, boron, croscarmellose, magnesium stearate, hydroxypropyl methyl cellulose, stearic acid, microcrystalline cellulose","Magnesium, potassium, iron, vitamin B6, reduce tiredness and fatigue, support muscle and nerve function, maintain normal blood pressure, support energy metabolism, tablets, general adult use",28,0.0
Electrolyte Synergy,Designs For Health,"vitamin c, calcium, magnesium, chloride, sodium, potassium, d-ribose, taurine, citrus bioflavonoids, quercetin, rutin, natural flavors, tapioca dextrin, silicon dioxide, steviol glycosides, citric acid","potassium, sodium, chloride, magnesium, D-ribose, taurine, vitamin C, quercetin, citrus bioflavonoids, replenishes electrolytes, supports muscle and nerve function, reduces tiredness, supports immune system, supports collagen formation, drink mix, active lifestyles",0,0.0
Electrolytes - Lemon Lime,Just Ingredients,"lemon, citric acid, potassium citrate, coconut water, magnesium citrate, sodium chloride, lemon extract, lime extract, calcium citrate, stevia leaf, monk fruit","magnesium, potassium, calcium, sodium, chloride, electrolyte balance, support normal muscle function, support nervous system function, reduce tiredness and fatigue, balanced hydration, powder, adults",0,0.0
Electrolytes - Mango Lemonade,Just Ingredients,"mango, citric acid, potassium citrate, coconut water, magnesium citrate, lemon, sodium chloride, lemon extract, calcium citrate, stevia leaf, monk fruit","potassium, magnesium, sodium, chloride, calcium, supports normal muscle and nervous system function, maintains healthy bones and teeth, hydration, powder, active lifestyle adults",0,0.0
Electrolytes - Orange Pineapple,Just Ingredients,"pineapple, citric acid, potassium citrate, coconut water, magnesium citrate, orange extract, sodium chloride, calcium citrate, stevia leaf, orange oil, monk fruit","potassium, magnesium, calcium, sodium, chloride, hydration support, muscle function, nervous system support, powder, adults",0,0.0
Electrolytes - Peach Citrus,SULT,"pink himalayan salt, magnesium citrate, potassium chloride, calcium phosphate, natural fruit flavouring, stevia, coconut water","sodium, potassium, magnesium, calcium, chloride, phosphorus, Himalayan pink salt, coconut water powder, supports hydration, supports energy, supports recovery, powder, adults, athletes, active individuals",0,0.0
Electrolytes - Sample Pack,SULT,"pink himalayan salt, magnesium citrate, potassium chloride, calcium phosphate, natural fruit flavouring, stevia, coconut water powder","sodium, potassium, magnesium, calcium, chloride, phosphorus, Himalayan pink salt, coconut water powder, supports hydration, supports energy, supports recovery, powder, adults, athletes, active individuals",0,0.0
